90.3
78.3
71.3
66.4
62.5
59.4
56.7
54.4
52.3
50.5
48.9
47.4
46.0
44.7
43.5
42.4
41.4
40.4
39.4
38.5
37.7
36.9
36.1
35.4
34.7
34.0
33.4
32.7
32.1
31.5
31.0
30.4
29.9
29.4
28.9
28.4
27.9
27.4
27.0
26.6
26.1
25.7
25.3
24.9
24.5
24.1
23.8
23.4
23.1
22.7
22.4
22.0
21.7
21.4
21.1
20.7
20.4
20.1
19.8
19.6
19.3
19.0
18.7
18.4
18.2
17.9
17.6
17.4
17.1
16.9
16.6
16.4
16.2
15.9
15.7
15.5
15.2
15.0
14.8
14.6
14.4
14.2
13.9
13.7
13.5
13.3
13.1
12.9
12.7
12.5
12.4
12.2
12.0
11.8
11.6
11.4
11.2
11.1
10.9
10.7
10.6
10.4
10.2
10.0
9.9
9.7
9.6
9.4
9.2
9.1
8.9
8.8
8.6
8.5
8.3
8.2
8.0
7.9
7.7
7.6
7.4
7.3
7.1
7.0
6.9
6.7
6.6
6.5
6.3
6.2
6.1
5.9
5.8
5.7
5.5
5.4
5.3
5.2
5.0
4.9
4.8
4.7
4.5
4.4
4.3
4.2
4.1
3.9
3.8
3.7
3.6
3.5
3.4
3.3
3.1
3.0
2.9
2.8
2.7
2.6
2.5
2.4
2.3
2.2
2.1
2.0
1.9
1.8
1.7
1.6
1.4
1.3
1.2
1.1
1.0
1.0
0.9
0.8
0.7
0.6
